CLAVE|SUBCLAVE|DESCRIPCION
010.000.3673.00|010.000.3673.00|AGUA INYECTABLE SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: AGUA INYECTABLE 5 ML. ENVASE CON 100 AMPOLLETAS CON 5 ML.
010.000.3674.00|010.000.3674.00|AGUA INYECTABLE SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: AGUA INYECTABLE 10 ML. ENVASE CON 100 AMPOLLETAS CON 10 ML.
010.000.3608.00|010.000.3608.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. AGUA INYECTABLE 100 ML. ENVASE CON 250 ML. CONTIENE: SODIO 38.5 MEQ. CLORURO 38.5 MEQ.
010.000.3609.00|010.000.3609.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. AGUA INYECTABLE 100 ML. ENVASE CON 500 ML. CONTIENE: SODIO 77 MEQ. CLORURO 77 MEQ.
010.000.3611.00|010.000.3611.00|CLORURO DE SODIO Y GLUCOSA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. GLUCOSA ANHIDRA O GLUCOSA 5.0 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 250 ML. CONTIENE: SODIO 38.5 MEQ.CLORURO 38.5 MEQ. GLUCOSA 12.5 G.
010.000.3612.00|010.000.3612.00|CLORURO DE SODIO Y GLUCOSA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. GLUCOSA ANHIDRA O GLUCOSA 5.0 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 500 ML. CONTIENE: SODIO 77 MEQ. CLORURO 77 MEQ. GLUCOSA 25 G.
010.000.3622.00|010.000.3622.00|ELECTROLITOS ORALES POLVO (FORMULA DE OSMOLARIDAD BAJA) CADA SOBRE CON POLVO CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 13.5 G. CLORURO DE POTASIO 1.5 G. CLORURO DE SODIO 2.6 G. CITRATO TRISODICO DIHIDRATADO 2.9 G. ENVASE CON 20.5 G.
010.000.3623.00|010.000.3623.00|ELECTROLITOS ORALES SOLUCION CADA SOBRE CON POLVO CONTIENE: GLUCOSA 20.0 G. CLORURO DE POTASIO 1.5 G. CLORURO DE SODIO 3.5 G CITRATO TRISODICO. DIHIDRATADO 2.9 G. ENVASE CON 27.9 G.
010.000.3601.00|010.000.3601.00|GLUCOSA SOLUCION INYECTABLE AL 5 % CADA 100 ML CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 250 ML. CONTIENE: GLUCOSA 12.5 G.
010.000.3603.00|010.000.3603.00|GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 1 000 ML. CONTIENE: GLUCOSA 50.0 G.
010.000.3607.00|010.000.3607.00|GLUCOSA SOLUCION INYECTABLE AL 50 % CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 50 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 50.0 G DE GLUCOSA. ENVASE CON 50 ML. CONTIENE: GLUCOSA 25.0 G.
010.000.3630.00|010.000.3630.00|GLUCOSA SOLUCION INYECTABLE AL 5 % CADA 100 ML CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 500 ML. CONTIENE: GLUCOSA 25.0 G.
010.000.3614.00|010.000.3614.00|SOLUCION HARTMANN SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G. CLORURO DE POTASIO 0.030 G. CLORURO DE CALCIO DIHIDRATADO 0.020 G. LACTATO DE SODIO 0.310 G. ENVASE CON 250 ML. MILIEQUIVALENTES POR LITRO: SODIO 130. POTASIO 4. CALCIO 2.72-3. CLORURO 109. LACTATO 28.
010.000.3615.00|010.000.3615.00|SOLUCION HARTMANN SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G. CLORURO DE POTASIO 0.030 G. CLORURO DE CALCIO DIHIDRATADO0.020 G. LACTATO DE SODIO 0.310 G. ENVASE CON 500 ML. MILIEQUIVALENTES POR LITRO: SODIO 130. POTASIO 4. CALCIO 2.72.-3. CLORURO 109. LACTATO 28
010.000.3616.00|010.000.3616.00|SOLUCION HARTMANN SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.600 G. CLORURO DE POTASIO 0.030 G. CLORURO DE CALCIO DIHIDRATADO 0.020 G. LACTATO DE SODIO 0.310 G. ENVASE CON 1000 ML. MILIEQUIVALENTES POR LITRO: SODIO 130. POTASIO 4. CALCIO 2.72-3. CLORURO 109. LACTATO 28.
010.000.3620.00|010.000.3620.00|GLUCONATO DE CALCIO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: GLUCONATO DE CALCIO 1 G EQUIVALENTE A 0.093 G DE CALCIO IONIZABLE. ENVASE CON 50 AMPOLLETAS DE 10 ML.
010.000.3620.01|010.000.3620.01|GLUCONATO DE CALCIO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: GLUCONATO DE CALCIO 1 G EQUIVALENTE A 0.093 G DE CALCIO IONIZABLE. ENVASE CON 100 AMPOLLETAS DE 10 ML.
010.000.3675.00|010.000.3675.00|AGUA INYECTABLE SOLUCION INYECTABLE CADA ENVASE CONTIENE: AGUA INYECTABLE 500 ML. ENVASE CON 500 ML.
010.000.3663.00|010.000.3663.00|ALMIDON SOLUCION INYECTABLE AL 10%. CADA 100 ML CONTIENEN: POLI (O-2 HIDROXIETIL) ALMIDON O PENTALMIDON O HIDROXIETIL ALMIDON (200/0.5) 10 G. ENVASE CON 250 ML.
010.000.3663.01|010.000.3663.01|ALMIDON SOLUCION INYECTABLE AL 10%. CADA 100 ML CONTIENEN: POLI (O-2 HIDROXIETIL) ALMIDON O PENTALMIDON O HIDROXIETIL ALMIDON (200/0.5) 10 G. ENVASE CON 500 ML.
010.000.3666.00|010.000.3666.00|ALMIDON SOLUCION INYECTABLE AL 6 % CADA 100 ML CONTIENEN: POLI (O-2 HIDROXIETIL)-ALMIDON (130,000 DALTONS) O HIDROXIETIL ALMIDON (130/0.4) 6 G. ENVASE CON 250 ML.
010.000.3666.01|010.000.3666.01|ALMIDON SOLUCION INYECTABLE AL 6 % CADA 100 ML CONTIENEN: POLI (O-2 HIDROXIETIL)-ALMIDON (130,000 DALTONS) O HIDROXIETIL ALMIDON (130/0.4) 6 G. ENVASE CON 500 ML.
010.000.3618.00|010.000.3618.00|BICARBONATO DE SODIO SOLUCION INYECTABLE AL 7.5% CADA FRASCO AMPULA CONTIENE: BICARBONATO DE SODIO 3.75 G. ENVASE CON FRASCO AMPULA DE 50 ML. EL ENVASE CON 50 ML CONTIENE: BICARBONATO DE SODIO 44.5 MEQ.
010.000.3619.00|010.000.3619.00|BICARBONATO DE SODIO SOLUCION INYECTABLE AL 7.5% CADA AMPOLLETA CONTIENE: BICARBONATO DE SODIO 0.75 G. ENVASE CON 50 AMPOLLETAS DE 10 ML. CADA AMPOLLETA CON 10 ML CONTIENE: BICARBONATO DE SODIO 8.9 MEQ.
010.000.0524.00|010.000.0524.00|CLORURO DE POTASIO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORURO DE POTASIO 1.49 G. (20 MEQ DE POTASIO, 20 MEQ DE CLORO). ENVASE CON 50 AMPOLLETAS CON 10 ML.
010.000.3610.00|010.000.3610.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. AGUA INYECTABLE 100 ML. ENVASE CON 1 000 ML. CONTIENE: SODIO 154 MEQ. CLORURO 154 MEQ.
010.000.3626.00|010.000.3626.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. AGUA INYECTABLE 100 ML. ENVASE CON 50 ML.
010.000.3627.00|010.000.3627.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G. AGUA INYECTABLE 100 ML. ENVASE CON 100 ML.
010.000.3633.00|010.000.3633.00|CLORURO DE SODIO SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 900 MG. AGUA INYECTABLE 100 ML. ENVASE CON BOLSA DE 50 ML Y ADAPTADOR PARA VIAL.
010.000.3634.00|010.000.3634.00|CLORURO DE SODIO SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 900 MG. AGUA INYECTABLE 100 ML. ENVASE CON BOLSA DE 100 ML Y ADAPTADOR PARA VIAL.
010.000.3671.00|010.000.3671.00|CLORURO DE SODIO SOLUCION INYECTABLE 0.9% CADA AMPOLLETA DE 10 ML CONTIENE: CLORURO DE SODIO 0.09 G.(SODIO 1.54 MEQ). (CLORURO 1.54 MEQ). ENVASE CON 100 AMPOLLETAS DE 10 ML.
010.000.5386.00|010.000.5386.00|CLORURO DE SODIO SOLUCION INYECTABLE AL 17.7% CADA ML CONTIENE: CLORURO DE SODIO 0.177 G. ENVASE CON CIEN AMPOLLETAS DE 10 ML.
010.000.3613.00|010.000.3613.00|CLORURO DE SODIO Y GLUCOSA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G GLUCOSA ANHIDRA O GLUCOSA 5.0 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 1 000 ML. CONTIENE:SODIO 154.0 MEQ. CLORURO 154.0 MEQ. GLUCOSA 50.0 G.
010.000.0641.00|010.000.0641.00|DEXTRAN SOLUCION INYECTABLE AL 10% CADA 100 MILILITROS CONTIENEN: DEXTRAN (40 000): 10 G. GLUCOSA 5 G. ENVASE CON 500 ML.
010.000.4551.00|010.000.4551.00|DEXTRAN SOLUCION INYECTABLE AL 6% CADA 100 ML CONTIENEN: DEXTRAN (60 000) 6 G. CLORURO DE SODIO 7.5 G. ENVASE CON 250 ML.
010.000.3617.00|010.000.3617.00|FOSFATO DE POTASIO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: FOSFATO DE POTASIO DIBASICO 1.550 G. FOSFATO DE POTASIO MONOBASICO 0.300 G. (POTASIO 20 MEQ). (FOSFATO 20 MEQ). ENVASE CON 50 AMPOLLETAS CON 10 ML.
010.000.3604.00|010.000.3604.00|GLUCOSA SOLUCION INYECTABLE AL 10% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 10 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 10.0 G DE GLUCOSA. ENVASE CON 500 ML. CONTIENE: GLUCOSA 50.0 G.
010.000.3605.00|010.000.3605.00|GLUCOSA SOLUCION INYECTABLE AL 10% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 10 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 10.0 G DE GLUCOSA. ENVASE CON 1 000 ML. CONTIENE: GLUCOSA 100.0 G.
010.000.3606.00|010.000.3606.00|GLUCOSA SOLUCION INYECTABLE AL 50 % CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 50 G. AGUA INYECTABLE 100 ML. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 50 G DE GLUCOSA. ENVASE CON 250 ML. CONTIENE: GLUCOSA 125 G.
010.000.3624.00|010.000.3624.00|GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 50 ML. CONTIENE: GLUCOSA 2.5 G.
010.000.3625.00|010.000.3625.00|GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA. ENVASE CON 100 ML. CONTIENE: GLUCOSA 5.0 G.
010.000.3631.00|010.000.3631.00|GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5 G DE GLUCOSA. ENVASE CON BOLSA DE 50 ML Y ADAPTADOR PARA VIAL.
010.000.3632.00|010.000.3632.00|GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G. O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5 G DE GLUCOSA. ENVASE CON BOLSA DE 100 ML Y ADAPTADOR PARA VIAL.
010.000.3629.00|010.000.3629.00|MAGNESIO SULFATO DE SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: SULFATO DE MAGNESIO 1G (MAGNESIO 8.1 MEQ SULFATO 8.1 MEQ). ENVASE CON 100 AMPOLLETAS DE 10 ML CON 1 G (100 MG/1 ML).
010.000.2306.00|010.000.2306.00B|MANITOL SOLUCION INYECTABLE AL 20% CADA ENVASE CONTIENE: MANITOL 50 G. ENVASE CON 250 ML.
010.000.3661.00|010.000.3661.00|POLIGELINA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: POLIGELINA 3.5 G. ENVASE CON 500 ML CON O SIN EQUIPO PARA SU ADMINISTRACION.
010.000.3664.00|010.000.3664.00|POLIGELINA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: POLIMERIZADO DE GELATINA SUCCINILADA DEGRADADA 4.0 G. ENVASE CON 500 ML.
010.000.3662.00|010.000.3662.00|SEROALBUMINA HUMANA O ALBUMINA HUMANA SOLUCION INYECTABLE CADA ENVASE CONTIENE: SEROALBUMINA HUMANA O ALBUMINA HUMANA 12.5 G. ENVASE CON 50 ML.
010.000.4552.00|010.000.4552.00|SEROALBUMINA HUMANA O ALBUMINA HUMANA SOLUCION INYECTABLE CADA ENVASE CONTIENE: SEROALBUMINA HUMANA O ALBUMINA HUMANA 10 G. ENVASE CON 50 ML.
010.000.2505.00|010.000.2505.00|SODIO BICARBONATO DE-POTASIO CLORURO DE SODIO BICARBONATO DE-POTASIO CLORURO DE CADA TABLETA CONTIENE: BICARBONATO DE SODIO 500 MG. CLORURO DE POTASIO 375 MG. ENVASE CON 30 TABLETAS.
020.000.2528.00|020.000.2528.00|INMUNOGLOBULINA ANTIHEPATITIS B SOLUCION INYECTABLE CADA ML CONTIENE: PROTEINAS HUMANAS 100-170 MG ANTICUERPOS PARA EL ANTIGENO DE LA HEPATITIS B, MINIMO 200 UI. ENVASE CON 1 AMPOLLETA DE 1 ML.
020.000.2528.01|020.000.2528.01|INMUNOGLOBULINA ANTIHEPATITIS B SOLUCION INYECTABLE CADA ML CONTIENE: PROTEINAS HUMANAS 100-170 MG ANTICUERPOS PARA EL ANTIGENO DE LA HEPATITIS B, MINIMO 200 UI. ENVASE CON 1 AMPOLLETA DE 5 ML.
020.000.3831.00|020.000.3831.00|INMUNOGLOBULINA HUMANA HIPERHINMUNE ANTITETANICA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: INMUNOGLOBULINA HUMANA HIPERINMUNE ANTITETANICA 250 UI. ENVASE CON UN FRASCO AMPULA 3 ML O UNA AMPOLLETA CON UN ML.
020.000.3841.00|020.000.3841.00|ANTITOXINA DIFTERICA EQUINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ANTITOXINA DIFTERICA EQUINA 10 000 UI. ENVASE CON UN FRASCO AMPULA Y DILUYENTE CON 10 ML.
020.000.3845.00|020.000.3845.00|ANTITOXINA TETANICA EQUINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ANTITOXINA TETANICA EQUINA 10 000 UI. ENVASE CON UN FRASCO AMPULA Y DILUYENTE CON 10 ML.
020.000.3847.00|020.000.3847.00|FABOTERAPICO POLIVALENTE ANTIALACRAN SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FABOTERAPICO POLIVALENTE ANTIALACRAN MODIFICADO POR DIGESTION ENZIMATICA PARA NEUTRALIZAR 150 DL50 (1.8 MG) DE VENENO DE ALACRAN DEL GENERO CENTRUROIDES. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y AMPOLLETA CON DILUYENTE DE 5 ML.
020.000.3848.00|020.000.3848.00|FABOTERAPICO POLIVALENTE ANTIARACNIDO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FABOTERAPICO POLIVALENTE ANTIARACNIDO MODIFICADO POR DIGESTION ENZIMATICA PARA NEUTRALIZAR 6000 DL50 (180 GLANDULAS DE VENENO ARACNIDO. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y AMPOLLETA CON DILUYENTE DE 5 ML.
020.000.3850.00|020.000.3850.00|FABOTERAPICO POLIVALENTE ANTICORALILLO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FABOTERAPICO POLIVALENTE ANTICORALILLO MODIFICADO POR DIGESTION ENZIMATICA PARA NEUTRALIZAR 450 DL50 (5 MG) DE VENENO DE MICRURUS SP. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y AMPOLLETA CON DILUYENTE DE 5 ML
020.000.3849.00|020.000.3849.00|FABOTERAPICO POLIVALENTE ANTIVIPERINO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FABOTERAPICO POLIVALENTE ANTIVIPERINO MODIFICADO POR DIGESTION ENZIMATICA PARA NEUTRALIZAR NO MENOS DE 790 DL50 DE VENENO DE CROTALUS BASSILISCUS Y NO MENOS DE 780 DL50 DE VENENO DE BOTHROPS ASPER. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO Y AMPOLLETA CON DILUYENTE DE 10 ML.
020.000.3833.00|020.000.3833.00|INMUNOGLOBULINA HUMANA ANTIRRABICA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: INMUNOGLOBULINA HUMANA ANTIRRABICA 300 UI. ENVASE CON UN FRASCO AMPULA CON 2 ML (150 UI/ML).
020.000.3833.01|020.000.3833.01|INMUNOGLOBULINA HUMANA ANTIRRABICA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: INMUNOGLOBULINA HUMANA ANTIRRABICA 300 UI. ENVASE CON UNA AMPOLLETA CON 2 ML (150 UI/ML).
020.000.3833.02|020.000.3833.02|INMUNOGLOBULINA HUMANA ANTIRRABICA SOLUCION INYECTABLE CADA FRASCO AMPULA O AMPOLLETA CONTIENE: INMUNOGLOBULINA HUMANA ANTIRRABICA 300 UI. ENVASE CON UNA JERINGA PRELLENADA CON 2 ML (150 UI/ML).
020.000.3831.01|020.000.3831.01|INMUNOGLOBULINA HUMANA HIPERINMUNE ANTITETANICA SOLUCION INYECTABLE CADA FRASCO AMPULA, AMPOLLETA O JERINGA PRELLENADA CONTIENE: INMUNOGLOBULINA HUMANA HIPERINMUNE ANTITETANICA 250 UI ENVASE CON UNA AMPOLLETA DE 1 ML (250 UI/ML).
020.000.3831.02|020.000.3831.02|INMUNOGLOBULINA HUMANA HIPERINMUNE ANTITETANICA SOLUCION INYECTABLE CADA FRASCO AMPULA, AMPOLLETA O JERINGA PRELLENADA CONTIENE: INMUNOGLOBULINA HUMANA HIPERINMUNE ANTITETANICA 250 UI ENVASE CON UNA JERINGA PRELLENADA CON 1 ML (250 UI/ML).
020.000.3832.00|020.000.3832.00|INMUNOGLOBULINA HUMANA NORMAL SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CONTIENE: INMUNOGLOBULINA HUMANA NORMAL 330 MG. ENVASE CON UN FRASCO AMPULA O AMPOLLETA CON 2 ML.
020.000.3842.00|020.000.3842.00|SUERO ANTIALACRAN SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ANTICUERPOS DE CABALLO CONCENTRADOS Y MODIFICADOS POR DIGESTION ENZIMATICA, PARA NEUTRALIZAR 150 DL50 DE VENENO DE ALACRAN DEL GENERO CENTRUROIDES. ENVASE CON UN FRASCO AMPULA Y DILUYENTE CON 5 ML (UNA DOSIS).
020.000.3844.00|020.000.3844.00|SUERO ANTIRRABICO EQUINO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: SUERO ANTIRRABICO DE ORIGEN EQUINO MODIFICADO POR DIGESTION ENZIMATICA 1 000 UI. ENVASE CON UN FRASCO AMPULA Y DILUYENTE CON 10 ML (100 UI/ML).
020.000.3843.00|020.000.3843.00|SUERO ANTIVIPERINO SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: ANTICUERPOS DE CABALLO CONCENTRADOS Y MODIFICADOS POR DIGESTION ENZIMATICA QUE NEUTRALIZAN NO MENOS DE 790 DL50 DE VENENO DE CROTALUS BASSILISCUS Y NO MENOS DE 780 DL50 DE VENENO DE BOTHROPS ASPER BOTHROPS ASPER. ENVASE CON UN FRASCO AMPULA Y DILUYENTE CON 10 ML.
020.000.3810.00|020.000.3810.00|TOXOIDES TETANICO Y DIFTERICO(TD) SUSPENSION INYECTABLE POR FORMULACION DE PROCESO. CADA DOSIS DE 0.5 ML CONTIENE: TOXOIDE DIFTERICO NO MAS DE 5 LF. TOXOIDE TETANICO NO MAS DE 25 LF. O POR POTENCIA DE PRODUCTO TERMINADO. CADA DOSIS DE 0.5 ML CONTIENE: TOXOIDE DIFTERICO METODO DE RETO NO MENOS DE 2 UI, METODO DE SERONEUTRALIZACION MINIMO 0.5 UI DE ANTITOXINA/ML DE SUERO; TOXOIDE TETANICO METODO DE RETO NO MENOS DE 20 UI, METODO DE SERONEUTRALIZACION MINIMO 2 UI DE ANTITOXINA / ML DE SUERO ENVASE CON FRASCO AMPULA CON 5 ML (10 DOSIS).
020.000.3810.01|020.000.3810.01|TOXOIDES TETANICO Y DIFTERICO(TD) SUSPENSION INYECTABLE POR FORMULACION DE PROCESO. CADA DOSIS DE 0.5 ML CONTIENE: TOXOIDE DIFTERICO NO MAS DE 5 LF. TOXOIDE TETANICO NO MAS DE 25 LF. O POR POTENCIA DE PRODUCTO TERMINADO. CADA DOSIS DE 0.5 ML CONTIENE: TOXOIDE DIFTERICO METODO DE RETO NO MENOS DE 2 UI, METODO DE SERONEUTRALIZACION MINIMO 0.5 UI DE ANTITOXINA/ML DE SUERO; TOXOIDE TETANICO METODO DE RETO NO MENOS DE 20 UI, METODO DE SERONEUTRALIZACION MINIMO 2 UI DE ANTITOXINA / ML DE SUERO ENVASE CON 10 JERINGAS PRELLENADAS, CADA UNA CON UNA DOSIS (0.5 ML).
020.000.2522.00|020.000.2522.00|VACUNA ACELULAR ANTIPERTUSSIS, CON TOXOIDES DIFTERICO Y TETANICO ADSORBIDOS, CON VACUNA ANTIPOLIOMIELITICA INACTIVADA Y CON VACUNA CONJUGADA DE HAEMOPHILUS INFLUENZAE TIPO B SUSPENSION INYECTABLE CADA DOSIS DE 0.5 ML DE VACUNA RECONSTITUIDA CONTIENE: TOXOIDE DIFTERICO PURIFICADO ≥30 UI. TOXOIDE TETANICO PURIFICADO ≥40 UI. TOXOIDE PERTUSSICO PURIFICADO ADSORBIDO 25 ΜG. CON O SIN PERTACTINA 8 ΜG. HEMAGLUTININA FILAMENTOSA PURIFICADA ADSORBIDA 25 ΜG. VIRUS DE LA POLIOMIELITIS TIPO 1 INACTIVADO 40 UD*. VIRUS DE LA POLIOMIELITIS TIPO 2 INACTIVADO 8 UD*. VIRUS DE LA POLIOMIELITIS TIPO 3 INACTIVADO 32 UD*. HAEMOPHILUS INFLUENZAE TIPO B 10 ΜG. (CONJUGADO A LA PROTEINA TETANICA). *UNIDADES DE ANTIGENO D. ENVASE CON 1 DOSIS EN JERINGA PRELLENADA DE VACUNA ACELULAR ANTIPERTUSSIS CON TOXOIDES DIFTERICO Y TETANICO ADSORBIDOS Y VACUNA ANTIPOLIOMIELITICA INACTIVADA Y 1 DOSIS EN FRASCO AMPULA CON LIOFILIZADO DE VACUNA CONJUGADA DE HAEMOPHILUS INFLUENZAE TIPO B, PARA RECONSTITUIR CON LA SUSPENSION DE LA JERINGA.
020.000.2522.01|020.000.2522.01|VACUNA ACELULAR ANTIPERTUSSIS, CON TOXOIDES DIFTERICO Y TETANICO ADSORBIDOS, CON VACUNA ANTIPOLIOMIELITICA INACTIVADA Y CON VACUNA CONJUGADA DE HAEMOPHILUS INFLUENZAE TIPO B SUSPENSION INYECTABLE CADA DOSIS DE 0.5 ML DE VACUNA RECONSTITUIDA CONTIENE: TOXOIDE DIFTERICO PURIFICADO ≥30 UI. TOXOIDE TETANICO PURIFICADO ≥40 UI. TOXOIDE PERTUSSICO PURIFICADO ADSORBIDO 25 ΜG. CON O SIN PERTACTINA 8 ΜG. HEMAGLUTININA FILAMENTOSA PURIFICADA ADSORBIDA 25 ΜG. VIRUS DE LA POLIOMIELITIS TIPO 1 INACTIVADO 40 UD*. VIRUS DE LA POLIOMIELITIS TIPO 2 INACTIVADO 8 UD*. VIRUS DE LA POLIOMIELITIS TIPO 3 INACTIVADO 32 UD*. HAEMOPHILUS INFLUENZAE TIPO B 10 ΜG. (CONJUGADO A LA PROTEINA TETANICA). *UNIDADES DE ANTIGENO D. ENVASE CON 20 DOSIS EN JERINGA PRELLENADA DE VACUNA ACELULAR ANTIPERTUSSIS CON TOXOIDES DIFTERICO Y TETANICO ADSORBIDOS Y VACUNA ANTIPOLIOMIELITICA INACTIVADA Y 20 DOSIS EN FRASCO AMPULA CON LIOFILIZADO DE VACUNA CONJUGADA DE HAEMOPHILUS INFLUENZAE TIPO B, PARA RECONSTITUIR CON LA SUSPENSION DE LA JERINGA.
020.000.2506.00|020.000.2506.00|VACUNA ANTIHAEMOPHILUS INFLUENZAE B + DPT SUSPENSION INYECTABLE CADA DOSIS DE 0.5 ML CONTIENE: LIOFILIZADO DE POLISACARIDO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO A LA PROTEINA TETANICA 10 µG. SUSPENSION INYECTABLE DE DTP (COMO DILUYENTE DEL LIOFILIZADO): TOXOIDE DIFTERICO PURIFICADO 30 UI. TOXOIDE TETANICO PURIFICADO 60 UI. BORDETELLA PERTUSSIS MINIMO 4 UI. FRASCO AMPULA CON LIOFILIZADO, MAS JERINGA PRECARGADA CON 0.5 ML (1 DOSIS).
020.000.3822.00|020.000.3822.00|VACUNA ANTIINFLUENZA SUSPENSION INYECTABLE CADA DOSIS DE 0.5 ML CONTIENE: FRACCIONES ANTIGENICAS PURIFICADAS DE VIRUS DE INFLUENZA INACTIVADOS CORRESPONDIENTES A LAS CEPAS: A/CALIFORNIA/7/ 2009 (H1N1) 15 µG HA A/PERTH/16/2009. (H3N2) 15 µG HA CEPA ANALOGA A/WISCONSIN/ 15/2009. B/BRISBANE/60/200815 µG HA. ENVASE CON FRASCO AMPULA O JERINGA PRELLENADA CON UNA DOSIS.
